7262	4705	7476000.0
7249	4698	7477000.0
7234	4692	7478000.0
7220	4686	7479000.0
7024	4423	7604000.0
7024	4414	7605000.0
7024	4407	7606000.0
7553	4440	7727000.0
7564	4451	7728000.0
7575	4461	7729000.0
8929	4320	8106000.0
8939	4316	8107000.0
8945	4314	8108000.0
8950	4313	8109000.0
10309	3865	8278000.0
10320	3862	8279000.0
10327	3859	8280000.0
10332	3857	8281000.0
10227	3141	8651000.0
10212	3144	8652000.0
10197	3149	8653000.0
10183	3153	8654000.0
9922	3311	8700000.0
9907	3315	8701000.0
9892	3319	8702000.0
9331	3639	8811000.0
9318	3648	8812000.0
9306	3657	8813000.0
9293	3666	8814000.0
8372	4183	8935000.0
8362	4195	8936000.0
8354	4208	8937000.0
7040	4001	9154000.0
7036	3986	9155000.0
7031	3971	9156000.0
7054	4906	9560000.0
7058	4915	9561000.0
7061	4923	9562000.0
7063	4927	9563000.0
