11459	3464	1.8206E7
11452	3467	1.8207E7
11253	3377	1.8248E7
11241	3372	1.8249E7
11228	3365	1.825E7
11214	3358	1.8251E7
10228	3141	1.8411E7
10213	3144	1.8412E7
10198	3148	1.8413E7
9924	3310	1.846E7
9910	3314	1.8461E7
9895	3319	1.8462E7
9334	3637	1.8571E7
9322	3646	1.8572E7
8376	4179	1.8695E7
8366	4191	1.8696E7
8357	4203	1.8697E7
8348	4216	1.8698E7
7073	4287	1.8906E7
7064	4289	1.8907E7
7054	4292	1.8908E7
7043	4295	1.8909E7
7050	4895	1.9104E7
7053	4902	1.9105E7
7056	4908	1.9106E7
7057	4913	1.9107E7
