7257	4702	3858000.0
7244	4696	3859000.0
7231	4690	3860000.0
7217	4685	3861000.0
7024	4426	4004000.0
7024	4416	4005000.0
7024	4408	4006000.0
7551	4438	4129000.0
7561	4448	4130000.0
7571	4458	4131000.0
8924	4322	4507000.0
8935	4318	4508000.0
8943	4315	4509000.0
8948	4313	4510000.0
10307	3866	4737000.0
10318	3862	4738000.0
10326	3859	4739000.0
10230	3141	5131000.0
10216	3143	5132000.0
10202	3147	5133000.0
9934	3307	5181000.0
9920	3311	5182000.0
9906	3315	5183000.0
9893	3319	5184000.0
9324	3644	5294000.0
9313	3652	5295000.0
9301	3660	5296000.0
8381	4175	5422000.0
8370	4184	5423000.0
8362	4196	5424000.0
8354	4207	5425000.0
7035	3984	5694000.0
7029	3965	5695000.0
7024	3947	5696000.0
7019	3929	5697000.0
7054	4904	6231000.0
7058	4914	6232000.0
7061	4922	6233000.0
