7331	3292	1.2932E7
7331	3279	1.2933E7
7332	3266	1.2934E7
7641	2636	1.3136E7
7649	2623	1.3137E7
7656	2610	1.3138E7
7664	2597	1.3139E7
8979	2735	1.3493E7
8990	2729	1.3494E7
9001	2722	1.3495E7
9012	2716	1.3496E7
10065	2015	1.3768E7
10075	2006	1.3769E7
10084	1997	1.377E7
10093	1988	1.3771E7
10349	1756	1.3823E7
10358	1748	1.3824E7
10368	1739	1.3825E7
10343	2257	1.39E7
10333	2265	1.3901E7
10324	2273	1.3902E7
10317	2279	1.3903E7
9708	2811	1.4036E7
9698	2819	1.4037E7
9688	2827	1.4038E7
8760	3449	1.4233E7
8748	3454	1.4234E7
8736	3460	1.4235E7
8724	3464	1.4236E7
8472	3554	1.4282E7
8460	3558	1.4283E7
8447	3562	1.4284E7
7037	3865	1.4422E7
7025	3868	1.4423E7
7016	3871	1.4424E7
