7031	4562	1.264E7	0.0	1.264E7
7331	3292	1.2932E7	136687.12220795266	1.3068687122207953E7
7641	2636	1.3136E7	136687.12220795266	1.3272687122207953E7
8979	2735	1.3493E7	136687.12220795266	1.3629687122207953E7
10065	2015	1.3768E7	142271.45983910444	1.3910271459839104E7
10349	1756	1.3823E7	142271.45983910444	1.3965271459839104E7
10343	2257	1.39E7	142271.45983910444	1.4042271459839104E7
9708	2811	1.4036E7	142271.45983910444	1.4178271459839104E7
8760	3449	1.4233E7	142271.45983910444	1.4375271459839104E7
7037	3865	1.4422E7	137262.51511897202	1.4559262515118971E7
