10352	1753	1.8103E7
10362	1745	1.8104E7
10372	1736	1.8105E7
10383	1728	1.8106E7
10559	2301	1.8208E7
10549	2310	1.8209E7
9737	2931	1.8377E7
9728	2941	1.8378E7
9720	2951	1.8379E7
8969	3568	1.8531E7
8957	3569	1.8532E7
8948	3559	1.8533E7
8942	3547	1.8534E7
8754	3219	1.8607E7
8747	3207	1.8608E7
8741	3197	1.8609E7
8736	3189	1.861E7
8442	3046	1.8756E7
8435	3051	1.8757E7
8430	3054	1.8758E7
8427	3056	1.8759E7
7899	3641	1.89E7
7898	3654	1.8901E7
7897	3665	1.8902E7
7038	3865	1.8995E7
7026	3868	1.8996E7
7017	3870	1.8997E7
5858	4550	1.9448E7
5844	4549	1.9449E7
5831	4548	1.945E7
5817	4546	1.9451E7
5729	4886	1.9555E7
5731	4889	1.9556E7
5731	4890	1.9557E7
