6228	5742	5505000.0
6241	5743	5506000.0
6254	5744	5507000.0
6267	5745	5508000.0
7028	4421	6084000.0
7027	4408	6085000.0
7027	4395	6086000.0
7548	4435	6607000.0
7557	4444	6608000.0
7567	4454	6609000.0
7576	4462	6610000.0
8975	3858	6818000.0
8987	3852	6819000.0
8999	3847	6820000.0
10017	3300	6985000.0
10029	3296	6986000.0
10042	3292	6987000.0
10138	3204	7022000.0
10147	3194	7023000.0
10158	3187	7024000.0
11290	3413	7176000.0
11294	3415	7177000.0
11296	3416	7178000.0
9694	4048	7505000.0
9682	4053	7506000.0
9670	4057	7507000.0
9657	4061	7508000.0
8461	4430	7724000.0
8448	4432	7725000.0
8436	4435	7726000.0
7054	4238	8133000.0
7042	4242	8134000.0
7030	4246	8135000.0
7296	4749	8313000.0
7303	4755	8314000.0
7307	4761	8315000.0
