7627	3764	2087000.0
7641	3762	2088000.0
7655	3759	2089000.0
8811	3451	2222000.0
8825	3445	2223000.0
8838	3439	2224000.0
9483	3036	2330000.0
9494	3027	2331000.0
10266	2356	2549000.0
10277	2346	2550000.0
10288	2337	2551000.0
10299	2327	2552000.0
10451	1722	2652000.0
10437	1718	2653000.0
10422	1714	2654000.0
10021	2042	2722000.0
10019	2044	2723000.0
10015	2048	2724000.0
10009	2053	2725000.0
9846	2126	2740000.0
9832	2121	2741000.0
9817	2122	2742000.0
9803	2124	2743000.0
8439	3048	3102000.0
8432	3052	3103000.0
8428	3055	3104000.0
8426	3056	3105000.0
7311	3358	3602000.0
7311	3373	3603000.0
7310	3387	3604000.0
