7331	3278	264000.0
7332	3263	265000.0
7332	3252	266000.0
7645	2629	414000.0
7655	2612	415000.0
7665	2596	416000.0
7679	2585	417000.0
8973	2739	841000.0
8985	2732	842000.0
8999	2724	843000.0
10071	2009	1049000.0
10083	1999	1050000.0
10094	1988	1051000.0
10353	1752	1099000.0
10365	1741	1100000.0
10377	1731	1101000.0
10392	1725	1102000.0
10343	2257	1162000.0
10331	2267	1163000.0
10322	2275	1164000.0
10316	2280	1165000.0
9707	2812	1315000.0
9695	2822	1316000.0
9683	2832	1317000.0
9671	2842	1318000.0
8750	3454	1479000.0
8735	3460	1480000.0
8720	3466	1481000.0
8706	3472	1482000.0
8468	3556	1524000.0
8453	3560	1525000.0
8437	3565	1526000.0
8422	3570	1527000.0
7036	3865	1661000.0
7021	3869	1662000.0
