6226	5742	1.6307E7
6238	5742	1.6308E7
6251	5743	1.6309E7
6263	5744	1.631E7
7028	4422	1.6997E7
7027	4414	1.6998E7
7027	4409	1.6999E7
7027	4407	1.7E7
7550	4437	1.7586E7
7559	4446	1.7587E7
8976	3857	1.7784E7
8989	3852	1.7785E7
9001	3846	1.7786E7
9013	3840	1.7787E7
10014	3301	1.7948E7
10027	3297	1.7949E7
10040	3292	1.795E7
10137	3205	1.7985E7
10147	3195	1.7986E7
10158	3187	1.7987E7
10169	3180	1.7988E7
11293	3415	1.8134E7
11296	3416	1.8135E7
9693	4049	1.8464E7
9680	4053	1.8465E7
9667	4058	1.8466E7
8458	4430	1.8684E7
8445	4433	1.8685E7
8432	4436	1.8686E7
8419	4440	1.8687E7
7051	4239	1.9096E7
7038	4243	1.9097E7
7025	4247	1.9098E7
7298	4751	1.9294E7
7304	4757	1.9295E7
7308	4762	1.9296E7
