6221	5741	1.0905E7
6233	5742	1.0906E7
6245	5743	1.0907E7
6257	5744	1.0908E7
7028	4425	1.1575E7
7027	4416	1.1576E7
7546	4433	1.2099E7
7555	4442	1.21E7
7563	4450	1.2101E7
7572	4459	1.2102E7
8968	3861	1.2342E7
8979	3856	1.2343E7
8990	3851	1.2344E7
10015	3300	1.2515E7
10027	3297	1.2516E7
10038	3293	1.2517E7
10141	3201	1.2553E7
10149	3193	1.2554E7
10159	3186	1.2555E7
11290	3413	1.2705E7
11294	3415	1.2706E7
11296	3416	1.2707E7
11296	3416	1.2708E7
9693	4049	1.3027E7
9682	4053	1.3028E7
9670	4057	1.3029E7
8465	4429	1.3244E7
8453	4431	1.3245E7
8441	4434	1.3246E7
7058	4236	1.3707E7
7047	4240	1.3708E7
7035	4244	1.3709E7
7298	4751	1.3898E7
7304	4757	1.3899E7
7308	4762	1.39E7
7310	4765	1.3901E7
