7618	3766	1.4759E7
7633	3763	1.476E7
7649	3760	1.4761E7
7664	3757	1.4762E7
8812	3451	1.4917E7
8827	3444	1.4918E7
8840	3438	1.4919E7
9481	3037	1.5017E7
9493	3027	1.5018E7
9505	3017	1.5019E7
10272	2351	1.5148E7
10284	2340	1.5149E7
10296	2330	1.515E7
10449	1722	1.5246E7
10433	1717	1.5247E7
10418	1714	1.5248E7
10402	1714	1.5249E7
10008	2054	1.5308E7
9996	2065	1.5309E7
9985	2075	1.531E7
9848	2127	1.5321E7
9833	2121	1.5322E7
9818	2122	1.5323E7
8436	3050	1.5661E7
8428	3055	1.5662E7
8418	3056	1.5663E7
7312	3351	1.6078E7
7311	3367	1.6079E7
7310	3383	1.608E7
7309	3414	1.6082E7
7308	3430	1.6083E7
7308	3446	1.6084E7
