6228	5742	7337000.0
6241	5743	7338000.0
6254	5744	7339000.0
7028	4432	8054000.0
7028	4422	8055000.0
7027	4414	8056000.0
7027	4409	8057000.0
7545	4432	8587000.0
7554	4441	8588000.0
7563	4450	8589000.0
7572	4459	8590000.0
8971	3860	8819000.0
8983	3854	8820000.0
8995	3849	8821000.0
10020	3299	8988000.0
10032	3295	8989000.0
10044	3291	8990000.0
11293	3414	9177000.0
11296	3416	9178000.0
11296	3416	9179000.0
9698	4047	9505000.0
9686	4051	9506000.0
9674	4055	9507000.0
8461	4430	9724000.0
8449	4432	9725000.0
8436	4435	9726000.0
8424	4438	9727000.0
7056	4237	1.0186E7
7044	4241	1.0187E7
7032	4245	1.0188E7
7020	4249	1.0189E7
7301	4754	1.0297E7
7306	4760	1.0298E7
7309	4764	1.0299E7
7310	4766	1.03E7
