10450	1722	1.8361E7
10435	1718	1.8362E7
10420	1714	1.8363E7
9784	1749	1.846E7
9770	1755	1.8461E7
9756	1761	1.8462E7
9742	1767	1.8463E7
9520	2290	1.8509E7
9516	2295	1.851E7
9514	2298	1.8511E7
9513	2299	1.8512E7
8441	3047	1.8731E7
8429	3055	1.8732E7
8416	3062	1.8733E7
7899	3649	1.8873E7
7898	3664	1.8874E7
7899	3679	1.8875E7
7032	3866	1.8934E7
7021	3869	1.8935E7
7013	3871	1.8936E7
6495	4965	1.942E7
6495	4978	1.9421E7
6493	4993	1.9422E7
6487	5005	1.9423E7
5825	4859	1.9525E7
5820	4861	1.9526E7
5817	4863	1.9527E7
5817	4863	1.9528E7
4357	5302	1.9815E7
4342	5303	1.9816E7
4327	5304	1.9817E7
3138	4874	2.0023E7
3123	4862	2.0024E7
3108	4852	2.0025E7
3093	4842	2.0026E7
2375	4401	2.0127E7
2360	4391	2.0128E7
2345	4381	2.0129E7
1729	4286	2.0204E7
1711	4289	2.0205E7
1694	4293	2.0206E7
1676	4297	2.0207E7
