7331	3284	3865000.0
7332	3269	3866000.0
7332	3256	3867000.0
7641	2635	4015000.0
7650	2620	4016000.0
7659	2605	4017000.0
7669	2590	4018000.0
8972	2739	4375000.0
8984	2732	4376000.0
8997	2725	4377000.0
9009	2718	4378000.0
10067	2013	4569000.0
10078	2003	4570000.0
10089	1993	4571000.0
10099	1983	4572000.0
10352	1753	4621000.0
10363	1744	4622000.0
10374	1734	4623000.0
10345	2255	4689000.0
10334	2265	4690000.0
10324	2273	4691000.0
10317	2279	4692000.0
9707	2811	4851000.0
9696	2821	4852000.0
9685	2830	4853000.0
9674	2839	4854000.0
8747	3455	5054000.0
8733	3461	5055000.0
8720	3466	5056000.0
8466	3556	5100000.0
8452	3561	5101000.0
8438	3565	5102000.0
8424	3569	5103000.0
7037	3865	5266000.0
7027	3868	5267000.0
7020	3869	5268000.0
