0	4993	4593	3	0	0.0
0	4993	4593	3	0	58000.0
0	4995	4593	3	2	59000.0
0	4998	4593	2	4	60000.0
0	5003	4592	1	5	61000.0
0	5010	4592	1	7	62000.0
0	5019	4591	1	9	63000.0
0	5030	4589	1	11	64000.0
0	5041	4588	1	10	65000.0
0	5050	4587	1	7	66000.0
0	5055	4586	1	4	67000.0
0	5059	4586	1	2	68000.0
0	5059	4586	1	0	69000.0
0	5059	4586	1	0	70000.0
0	5059	4586	1	0	71000.0
0	5059	4586	1	0	72000.0
0	5059	4586	1	0	73000.0
0	5059	4586	1	0	74000.0
0	5059	4586	1	0	75000.0
0	5059	4586	1	0	76000.0
0	5059	4586	1	0	77000.0
0	5059	4586	1	0	78000.0
0	5059	4586	1	0	79000.0
0	5059	4586	1	0	80000.0
0	5059	4586	1	0	81000.0
0	5059	4586	1	0	82000.0
0	5059	4586	1	0	83000.0
0	5059	4586	1	0	84000.0
0	5059	4586	1	0	85000.0
0	5059	4586	1	0	86000.0
0	5059	4586	1	0	87000.0
0	5059	4586	1	0	88000.0
0	5060	4586	1	2	89000.0
0	5064	4586	1	4	90000.0
0	5069	4585	1	6	91000.0
0	5076	4585	1	8	92000.0
0	5086	4584	1	10	93000.0
0	5097	4583	1	12	94000.0
0	5110	4582	1	13	95000.0
0	5123	4582	1	13	96000.0
0	5135	4585	1	13	97000.0
0	5148	4587	1	13	98000.0
0	5161	4590	1	12	99000.0
0	5174	4593	1	13	100000.0
0	5186	4595	1	13	101000.0
0	5199	4598	1	13	102000.0
0	5212	4601	1	13	103000.0
0	5225	4604	1	13	104000.0
0	5237	4606	1	13	105000.0
0	5250	4609	1	13	106000.0
0	5263	4612	1	13	107000.0
0	5276	4614	1	13	108000.0
0	5289	4617	1	13	109000.0
0	5301	4620	1	13	110000.0
0	5314	4622	1	13	111000.0
0	5327	4625	1	13	112000.0
0	5340	4628	1	13	113000.0
0	5352	4630	1	13	114000.0
0	5365	4633	1	13	115000.0
0	5378	4636	1	13	116000.0
0	5391	4638	1	13	117000.0
0	5404	4641	1	13	118000.0
0	5416	4641	1	10	119000.0
0	5425	4642	1	7	120000.0
0	5431	4642	1	4	121000.0
0	5434	4642	1	2	122000.0
0	5435	4641	1	0	123000.0
0	5435	4641	1	0	124000.0
0	5435	4641	1	0	125000.0
0	5435	4641	1	0	126000.0
0	5435	4641	1	0	127000.0
0	5435	4641	1	0	128000.0
0	5435	4641	1	0	129000.0
0	5435	4641	1	0	130000.0
0	5435	4641	1	0	131000.0
0	5435	4641	1	0	132000.0
0	5435	4641	1	0	133000.0
0	5435	4641	1	0	134000.0
0	5435	4641	1	0	135000.0
0	5435	4641	1	0	136000.0
0	5435	4641	1	0	137000.0
0	5435	4641	1	0	138000.0
0	5435	4641	1	0	139000.0
0	5435	4641	1	0	140000.0
0	5435	4641	1	0	141000.0
0	5435	4641	1	0	142000.0
0	5436	4641	1	2	143000.0
0	5439	4641	1	4	144000.0
0	5444	4640	1	6	145000.0
0	5452	4639	1	8	146000.0
0	5461	4637	1	10	147000.0
0	5471	4633	1	12	148000.0
