0	7746	5005	4	0	0.0
0	7746	5005	4	0	1.445E7
0	7745	5004	4	2	1.4451E7
0	7744	5001	4	4	1.4452E7
0	7741	4997	4	6	1.4453E7
0	7736	4992	4	7	1.4454E7
0	7730	4985	4	10	1.4455E7
0	7722	4976	4	12	1.4456E7
0	7714	4966	4	13	1.4457E7
0	7706	4956	4	13	1.4458E7
0	7697	4945	4	13	1.4459E7
0	7689	4935	4	13	1.446E7
0	7681	4924	4	13	1.4461E7
0	7673	4913	4	13	1.4462E7
0	7665	4903	4	13	1.4463E7
0	7658	4893	4	11	1.4464E7
0	7652	4885	4	8	1.4465E7
0	7648	4880	4	5	1.4466E7
0	7646	4877	4	3	1.4467E7
0	7645	4876	4	0	1.4468E7
0	7645	4876	4	0	1.4469E7
0	7645	4876	4	0	1.447E7
0	7645	4876	4	0	1.4471E7
0	7645	4876	4	0	1.4472E7
0	7645	4876	4	0	1.4473E7
0	7645	4876	4	0	1.4474E7
0	7645	4876	4	0	1.4475E7
0	7645	4876	4	0	1.4476E7
0	7645	4876	4	0	1.4477E7
0	7645	4876	4	0	1.4478E7
0	7645	4876	4	0	1.4479E7
0	7645	4876	4	0	1.448E7
0	7645	4876	4	0	1.4481E7
0	7645	4876	4	0	1.4482E7
0	7645	4876	4	0	1.4483E7
0	7645	4876	4	0	1.4484E7
0	7645	4876	4	0	1.4485E7
0	7645	4876	4	0	1.4486E7
0	7645	4876	4	0	1.4487E7
0	7645	4875	4	1	1.4488E7
0	7643	4873	4	3	1.4489E7
0	7641	4870	4	5	1.449E7
0	7637	4864	4	7	1.4491E7
0	7633	4858	4	8	1.4492E7
0	7629	4851	4	6	1.4493E7
0	7627	4846	4	4	1.4494E7
0	7625	4842	4	5	1.4495E7
0	7620	4839	4	7	1.4496E7
0	7612	4838	5	7	1.4497E7
0	7607	4833	4	5	1.4498E7
0	7604	4831	4	3	1.4499E7
0	7601	4827	4	6	1.45E7
0	7594	4826	5	8	1.4501E7
0	7586	4830	5	10	1.4502E7
0	7574	4829	5	12	1.4503E7
0	7564	4823	4	13	1.4504E7
0	7559	4810	3	13	1.4505E7
0	7556	4797	3	13	1.4506E7
0	7555	4784	3	13	1.4507E7
0	7552	4771	3	13	1.4508E7
0	7550	4758	3	13	1.4509E7
0	7548	4745	3	13	1.451E7
0	7546	4732	3	13	1.4511E7
0	7543	4719	3	13	1.4512E7
0	7542	4706	3	13	1.4513E7
0	7543	4692	3	13	1.4514E7
0	7543	4679	3	13	1.4515E7
0	7545	4666	3	13	1.4516E7
0	7546	4652	3	13	1.4517E7
0	7547	4639	3	13	1.4518E7
0	7551	4626	3	13	1.4519E7
0	7555	4614	3	13	1.452E7
0	7558	4601	3	13	1.4521E7
0	7560	4588	3	13	1.4522E7
0	7565	4577	2	13	1.4523E7
0	7575	4567	2	13	1.4524E7
0	7576	4556	3	13	1.4525E7
0	7566	4547	4	13	1.4526E7
0	7553	4546	5	13	1.4527E7
0	7541	4542	5	13	1.4528E7
0	7538	4530	3	13	1.4529E7
0	7547	4521	2	13	1.453E7
0	7559	4517	1	13	1.4531E7
0	7573	4516	1	13	1.4532E7
0	7586	4514	1	13	1.4533E7
0	7599	4512	1	13	1.4534E7
0	7612	4510	1	11	1.4535E7
0	7622	4508	1	8	1.4536E7
0	7629	4506	1	5	1.4537E7
0	7633	4505	1	3	1.4538E7
0	7637	4504	1	5	1.4539E7
0	7643	4501	1	7	1.454E7
0	7645	4493	2	9	1.4541E7
0	7636	4487	4	11	1.4542E7
0	7625	4481	4	13	1.4543E7
0	7614	4475	4	13	1.4544E7
0	7602	4468	4	13	1.4545E7
0	7591	4461	4	13	1.4546E7
0	7580	4453	4	13	1.4547E7
0	7571	4444	4	13	1.4548E7
0	7562	4434	4	13	1.4549E7
0	7552	4425	4	13	1.455E7
0	7544	4415	4	13	1.4551E7
0	7536	4404	4	13	1.4552E7
0	7528	4394	4	13	1.4553E7
0	7521	4383	4	13	1.4554E7
0	7514	4371	4	13	1.4555E7
0	7504	4363	4	13	1.4556E7
0	7491	4364	5	13	1.4557E7
0	7477	4364	5	13	1.4558E7
0	7468	4356	4	13	1.4559E7
0	7461	4345	4	13	1.456E7
0	7454	4333	4	13	1.4561E7
0	7448	4322	4	13	1.4562E7
0	7442	4306	4	13	1.4563E7
0	7435	4295	4	13	1.4564E7
0	7427	4284	4	13	1.4565E7
0	7416	4276	4	13	1.4566E7
0	7405	4268	4	13	1.4567E7
0	7395	4260	4	13	1.4568E7
0	7385	4251	4	13	1.4569E7
0	7377	4241	4	13	1.457E7
0	7368	4231	4	13	1.4571E7
0	7359	4221	4	13	1.4572E7
0	7348	4213	4	13	1.4573E7
0	7335	4213	5	13	1.4574E7
0	7319	4209	5	13	1.4575E7
0	7315	4196	3	13	1.4576E7
0	7311	4184	3	12	1.4577E7
0	7307	4174	3	9	1.4578E7
0	7305	4166	3	6	1.4579E7
0	7303	4161	3	4	1.458E7
0	7302	4159	3	2	1.4581E7
0	7301	4155	3	4	1.4582E7
0	7299	4151	3	4	1.4583E7
0	7297	4147	4	4	1.4584E7
0	7293	4143	4	6	1.4585E7
0	7286	4139	4	8	1.4586E7
0	7276	4139	5	10	1.4587E7
0	7265	4142	5	12	1.4588E7
0	7253	4148	6	13	1.4589E7
0	7242	4154	6	13	1.459E7
0	7230	4159	6	13	1.4591E7
0	7218	4165	6	13	1.4592E7
0	7206	4171	6	13	1.4593E7
0	7194	4177	6	13	1.4594E7
0	7182	4183	6	13	1.4595E7
0	7170	4188	6	13	1.4596E7
0	7158	4194	6	13	1.4597E7
0	7146	4200	6	13	1.4598E7
0	7134	4205	6	13	1.4599E7
0	7122	4211	6	13	1.46E7
0	7109	4216	6	13	1.4601E7
0	7097	4221	6	13	1.4602E7
0	7085	4226	5	13	1.4603E7
0	7072	4231	5	13	1.4604E7
0	7060	4236	5	13	1.4605E7
0	7047	4240	5	13	1.4606E7
0	7035	4245	5	13	1.4607E7
0	7022	4248	5	13	1.4608E7
0	7009	4252	5	13	1.4609E7
0	6996	4255	5	13	1.461E7
0	6984	4259	5	13	1.4611E7
0	6973	4266	6	13	1.4612E7
0	6966	4276	6	13	1.4613E7
0	6962	4289	7	13	1.4614E7
0	6961	4302	7	13	1.4615E7
0	6960	4315	7	13	1.4616E7
0	6959	4328	7	13	1.4617E7
0	6958	4341	7	13	1.4618E7
0	6957	4354	7	13	1.4619E7
0	6956	4367	7	13	1.462E7
0	6956	4381	7	13	1.4621E7
0	6965	4390	8	13	1.4622E7
0	6978	4395	8	13	1.4623E7
0	6991	4397	1	13	1.4624E7
0	7004	4399	1	13	1.4625E7
0	7017	4402	1	13	1.4626E7
0	7017	4416	7	13	1.4627E7
0	7018	4429	7	13	1.4628E7
0	7018	4442	7	13	1.4629E7
0	7019	4455	7	13	1.463E7
0	7019	4469	7	13	1.4631E7
0	7021	4482	7	13	1.4632E7
0	7022	4495	7	11	1.4633E7
0	7022	4505	7	8	1.4634E7
0	7023	4512	7	5	1.4635E7
0	7023	4516	7	3	1.4636E7
0	7023	4519	7	1	1.4637E7
0	7023	4520	7	0	1.4638E7
0	7023	4520	7	0	1.4639E7
0	7023	4521	7	0	1.464E7
0	7023	4521	7	0	1.4641E7
0	7023	4521	7	0	1.4642E7
0	7023	4522	7	1	1.4643E7
0	7023	4524	7	3	1.4644E7
0	7023	4529	7	5	1.4645E7
0	7023	4534	7	4	1.4646E7
0	7023	4536	7	1	1.4647E7
0	7023	4536	7	0	1.4648E7
0	7023	4536	7	0	1.4649E7
0	7023	4536	7	0	1.465E7
0	7023	4536	7	0	1.4651E7
0	7023	4536	7	0	1.4652E7
0	7023	4536	7	0	1.4653E7
0	7023	4536	7	0	1.4654E7
0	7023	4536	7	0	1.4655E7
0	7023	4536	7	0	1.4656E7
0	7023	4536	7	0	1.4657E7
0	7023	4536	7	0	1.4658E7
0	7023	4536	7	0	1.4659E7
0	7023	4536	7	0	1.466E7
0	7023	4536	7	0	1.4661E7
0	7023	4536	7	0	1.4662E7
0	7023	4536	7	0	1.4663E7
0	7023	4536	7	0	1.4664E7
0	7023	4536	7	0	1.4665E7
0	7023	4536	7	0	1.4666E7
0	7023	4537	7	0	1.4667E7
0	7027	4540	7	2	1.4668E7
0	7027	4543	7	4	1.4669E7
0	7027	4549	7	6	1.467E7
0	7026	4556	7	8	1.4671E7
0	7019	4564	6	10	1.4672E7
0	7009	4569	6	12	1.4673E7
0	6998	4571	5	9	1.4674E7
0	6990	4572	5	6	1.4675E7
0	6985	4573	5	3	1.4676E7
0	6982	4573	5	2	1.4677E7
0	6981	4573	5	0	1.4678E7
0	6980	4573	5	0	1.4679E7
0	6980	4573	5	0	1.468E7
0	6980	4573	5	0	1.4681E7
0	6980	4573	5	0	1.4682E7
0	6980	4573	5	0	1.4683E7
0	6980	4573	5	0	1.4684E7
0	6980	4573	5	0	1.4685E7
0	6980	4573	5	0	1.4686E7
0	6980	4573	5	0	1.4687E7
0	6980	4573	5	0	1.4688E7
0	6980	4573	5	0	1.4689E7
0	6980	4573	5	0	1.469E7
0	6980	4573	5	0	1.4691E7
0	6980	4573	5	0	1.4692E7
0	6980	4573	5	0	1.4693E7
0	6980	4573	5	0	1.4694E7
0	6980	4573	5	0	1.4695E7
0	6980	4573	5	0	1.4696E7
0	6980	4573	5	0	1.4697E7
0	6980	4573	5	0	1.4698E7
0	6980	4573	5	0	1.4699E7
0	6980	4573	5	0	1.47E7
0	6980	4573	5	0	1.4701E7
0	6980	4573	5	0	1.4702E7
0	6980	4573	5	0	1.4703E7
0	6980	4573	5	0	1.4704E7
0	6980	4573	5	0	1.4705E7
0	6980	4573	5	0	1.4706E7
0	6980	4573	5	0	1.4707E7
0	6980	4573	5	0	1.4708E7
0	6980	4573	5	0	1.4709E7
0	6980	4573	5	0	1.471E7
0	6980	4573	5	0	1.4711E7
0	6980	4573	5	0	1.4712E7
0	6980	4573	5	0	1.4713E7
0	6980	4573	5	0	1.4714E7
0	6980	4573	5	0	1.4715E7
0	6980	4573	5	0	1.4716E7
0	6978	4574	5	2	1.4717E7
0	6975	4575	5	4	1.4718E7
0	6971	4576	5	4	1.4719E7
0	6968	4581	6	6	1.472E7
0	6966	4589	7	8	1.4721E7
0	6966	4599	7	10	1.4722E7
0	6967	4610	7	12	1.4723E7
0	6968	4624	7	13	1.4724E7
0	6968	4637	7	13	1.4725E7
0	6969	4650	7	13	1.4726E7
0	6971	4662	7	10	1.4727E7
0	6972	4671	7	7	1.4728E7
0	6973	4677	7	5	1.4729E7
0	6974	4681	7	2	1.473E7
0	6974	4683	7	1	1.4731E7
0	6974	4684	7	0	1.4732E7
0	6974	4684	7	0	1.4733E7
0	6974	4684	7	0	1.4734E7
0	6974	4684	7	0	1.4735E7
0	6974	4684	7	0	1.4736E7
0	6974	4684	7	0	1.4737E7
0	6974	4684	7	0	1.4738E7
0	6974	4684	7	0	1.4739E7
0	6974	4684	7	0	1.474E7
0	6974	4684	7	0	1.4741E7
0	6974	4684	7	0	1.4742E7
0	6974	4684	7	0	1.4743E7
0	6974	4684	7	0	1.4744E7
0	6974	4684	7	0	1.4745E7
0	6974	4684	7	0	1.4746E7
0	6974	4684	7	0	1.4747E7
0	6974	4684	7	0	1.4748E7
0	6974	4684	7	0	1.4749E7
0	6974	4684	7	0	1.475E7
0	6974	4684	7	0	1.4751E7
0	6974	4684	7	0	1.4752E7
0	6974	4684	7	0	1.4753E7
0	6974	4684	7	0	1.4754E7
0	6974	4684	7	0	1.4755E7
0	6974	4684	7	0	1.4756E7
0	6974	4684	7	0	1.4757E7
0	6974	4684	7	0	1.4758E7
0	6974	4684	7	0	1.4759E7
0	6974	4684	7	0	1.476E7
0	6974	4684	7	0	1.4761E7
0	6975	4686	7	2	1.4762E7
0	6975	4689	7	4	1.4763E7
0	6976	4694	7	6	1.4764E7
0	6979	4701	7	8	1.4765E7
0	6982	4709	7	10	1.4766E7
0	6986	4720	7	12	1.4767E7
0	6991	4732	7	13	1.4768E7
0	6993	4745	7	13	1.4769E7
0	6998	4758	7	13	1.477E7
0	7003	4770	7	13	1.4771E7
0	7008	4782	7	13	1.4772E7
0	7013	4795	7	13	1.4773E7
0	7018	4807	7	13	1.4774E7
0	7023	4819	7	13	1.4775E7
0	7028	4832	7	13	1.4776E7
0	7033	4844	7	13	1.4777E7
0	7038	4856	7	13	1.4778E7
0	7043	4869	7	13	1.4779E7
0	7048	4881	7	13	1.478E7
0	7053	4894	7	13	1.4781E7
0	7055	4907	7	12	1.4782E7
0	7059	4916	7	8	1.4783E7
0	7062	4923	7	5	1.4784E7
0	7063	4927	7	3	1.4785E7
0	7064	4930	7	1	1.4786E7
0	7065	4931	7	0	1.4787E7
0	7065	4932	7	0	1.4788E7
0	7065	4932	7	0	1.4789E7
0	7065	4932	7	0	1.479E7
0	7065	4932	7	0	1.4791E7
0	7065	4932	7	0	1.4792E7
0	7065	4932	7	0	1.4793E7
0	7065	4932	7	0	1.4794E7
0	7065	4932	7	0	1.4795E7
0	7065	4932	7	0	1.4796E7
0	7065	4932	7	0	1.4797E7
0	7065	4932	7	0	1.4798E7
0	7065	4932	7	0	1.4799E7
0	7065	4932	7	0	1.48E7
0	7065	4932	7	0	1.4801E7
0	7066	4933	7	2	1.4802E7
0	7067	4936	8	4	1.4803E7
0	7070	4941	8	6	1.4804E7
0	7073	4948	8	8	1.4805E7
0	7078	4957	8	10	1.4806E7
0	7083	4967	8	12	1.4807E7
0	7089	4978	8	13	1.4808E7
0	7096	4990	8	13	1.4809E7
0	7102	5002	8	13	1.481E7
0	7108	5014	8	13	1.4811E7
0	7114	5025	8	13	1.4812E7
0	7121	5037	8	13	1.4813E7
0	7127	5049	8	13	1.4814E7
0	7132	5060	8	11	1.4815E7
0	7137	5069	8	8	1.4816E7
0	7140	5075	8	5	1.4817E7
0	7142	5079	8	3	1.4818E7
0	7143	5081	8	0	1.4819E7
0	7143	5081	8	0	1.482E7
0	7143	5081	8	0	1.4821E7
0	7143	5081	8	0	1.4822E7
0	7143	5081	8	0	1.4823E7
0	7143	5081	8	0	1.4824E7
0	7143	5081	8	0	1.4825E7
0	7143	5081	8	0	1.4826E7
0	7143	5081	8	0	1.4827E7
0	7143	5081	8	0	1.4828E7
0	7143	5081	8	0	1.4829E7
0	7143	5081	8	0	1.483E7
0	7143	5081	8	0	1.4831E7
0	7143	5081	8	0	1.4832E7
0	7143	5081	8	0	1.4833E7
