10348	1756	1.6317E7
10359	1747	1.6318E7
10371	1737	1.6319E7
10559	2301	1.6416E7
10549	2310	1.6417E7
10538	2320	1.6418E7
10527	2330	1.6419E7
9735	2932	1.658E7
9727	2943	1.6581E7
8965	3569	1.6729E7
8952	3566	1.673E7
8751	3214	1.6806E7
8744	3202	1.6807E7
8438	3049	1.6905E7
8432	3052	1.6906E7
8428	3055	1.6907E7
7899	3647	1.7005E7
7898	3659	1.7006E7
7898	3672	1.7007E7
7036	3865	1.7067E7
7026	3868	1.7068E7
7019	3870	1.7069E7
5864	4551	1.7538E7
5849	4550	1.7539E7
5834	4548	1.754E7
5729	4885	1.7642E7
5730	4888	1.7643E7
5731	4890	1.7644E7
