7625	3765	9282000.0
7641	3762	9283000.0
7657	3759	9284000.0
8814	3450	9410000.0
8828	3444	9411000.0
8841	3438	9412000.0
8850	3434	9413000.0
9484	3035	9526000.0
9497	3024	9527000.0
9509	3014	9528000.0
9522	3003	9529000.0
10269	2353	9747000.0
10281	2343	9748000.0
10294	2332	9749000.0
10304	2323	9750000.0
10450	1722	9846000.0
10434	1717	9847000.0
10418	1714	9848000.0
10022	2041	9913000.0
10022	2041	9914000.0
10022	2041	9915000.0
10022	2041	9916000.0
9845	2125	9939000.0
9830	2121	9940000.0
9813	2123	9941000.0
8440	3048	1.0226E7
8433	3052	1.0227E7
8429	3055	1.0228E7
7312	3354	1.0711E7
7311	3370	1.0712E7
7310	3387	1.0713E7
