16228.1	2.02473	7315.67	5390.49	0
16229.1	2.02405	7315.12	5389.34	2.31447
16230.1	2.02219	7313.61	5386.19	4.47132
16231.1	2.01925	7311.2	5381.18	6.3319
16232.1	2.01836	7308.83	5376.24	4.40954
16233.1	2.01836	7307.44	5373.35	2.41657
16234.1	2.01836	7306.74	5371.88	1.09205
16235.1	2.01836	7306.44	5371.25	0.436689
16236.1	2.01836	7306.32	5371.01	0.158239
16237.1	2.01836	7306.28	5370.93	0.0581276
16238.1	2.01836	7306.26	5370.9	0.020442
16239.1	2.01836	7306.26	5370.88	0.0071935
16240.1	2.01836	7306.26	5370.88	0.0026663
16241.1	2.01836	7306.26	5370.88	0.000972606
16242.1	2.01836	7306.26	5370.88	0.000335637
16243.1	2.01836	7306.26	5370.88	0.000123167
16244.1	2.01836	7306.26	5370.88	4.38471e-05
16245.1	2.01836	7306.26	5370.88	1.59895e-05
16246.1	2.01836	7306.26	5370.88	5.50035e-06
16247.1	2.01836	7306.26	5370.88	2.00171e-06
16248.1	2.01836	7306.26	5370.88	7.20765e-07
16249.1	2.01836	7306.26	5370.88	2.60603e-07
16250.1	2.01836	7306.26	5370.88	9.116e-08
16251.1	2.01836	7306.03	5370.41	1.03911
16252.1	2.01836	7305.27	5368.83	2.48642
16253.1	2.01836	7303.8	5365.77	4.1825
16254.1	2.01836	7301.59	5361.16	5.23685
16255.1	2.01836	7299.87	5357.58	3.03931
16256.1	2.01836	7299.35	5356.49	0
16257.1	2.01836	7299.35	5356.49	0
16258.1	2.01836	7299.35	5356.49	0
16259.1	2.01836	7299.35	5356.49	0
16260.1	2.01836	7299.35	5356.49	0
16261.1	2.01836	7299.35	5356.49	0
16262.1	2.01836	7299.35	5356.49	0
16263.1	2.01836	7299.35	5356.49	0
16264.1	2.01836	7299.35	5356.49	0
16265.1	2.01836	7299.35	5356.49	0
16266.1	2.01836	7299.35	5356.49	0
16267.1	2.01836	7299.35	5356.49	0
16268.1	2.01836	7299.35	5356.49	0
16269.1	2.01836	7299.35	5356.49	0
16270.1	2.01836	7299.35	5356.49	0
16271.1	2.01836	7299.35	5356.49	0
16272.1	2.01836	7299.35	5356.49	0
16273.1	2.01836	7299.35	5356.49	0
16274.1	2.01836	7299.35	5356.49	0
16275.1	2.01836	7299.35	5356.49	0
16276.1	2.01836	7299.06	5355.89	1.69054
16277.1	2.01836	7297.78	5353.23	3.94316
16278.1	2.01836	7296.13	5349.78	3.02139
16279.1	2.01836	7295.23	5347.9	1.42192
16280.1	2.01836	7294.82	5347.05	0.607373
