7256	4702	268000.0
7243	4696	269000.0
7230	4690	270000.0
7216	4685	271000.0
7024	4425	404000.0
7024	4414	405000.0
7024	4407	406000.0
7023	4403	407000.0
7551	4438	529000.0
7561	4448	530000.0
7571	4457	531000.0
7581	4467	532000.0
8923	4322	907000.0
8934	4318	908000.0
8942	4315	909000.0
10305	3866	1137000.0
10317	3862	1138000.0
10325	3860	1139000.0
10331	3858	1140000.0
10231	3141	1531000.0
10217	3143	1532000.0
10204	3147	1533000.0
9935	3307	1581000.0
9922	3311	1582000.0
9908	3315	1583000.0
9332	3638	1693000.0
9321	3646	1694000.0
9309	3655	1695000.0
8380	4176	1822000.0
8369	4185	1823000.0
8361	4197	1824000.0
7037	3992	2045000.0
7033	3979	2046000.0
7029	3965	2047000.0
7055	4907	2455000.0
7059	4917	2456000.0
