5910	8529	1.6353E7
5914	8509	1.6354E7
5917	8490	1.6355E7
6107	7405	1.6511E7
6109	7391	1.6512E7
6111	7376	1.6513E7
6113	7360	1.6514E7
6194	7142	1.653E7
6184	7128	1.6531E7
7363	5968	1.6936E7
7374	5956	1.6937E7
7382	5941	1.6938E7
7104	4971	1.7281E7
7101	4966	1.7282E7
7028	4434	1.7439E7
7028	4427	1.744E7
7028	4423	1.7441E7
7027	4421	1.7442E7
7630	3757	1.7639E7
7646	3754	1.764E7
7662	3751	1.7641E7
7678	3748	1.7642E7
8383	3094	1.7761E7
8397	3086	1.7762E7
8977	2736	1.7881E7
8991	2729	1.7882E7
9005	2720	1.7883E7
10074	2007	1.8148E7
10086	1996	1.8149E7
10097	1985	1.815E7
10109	1974	1.8151E7
10346	1758	1.8197E7
10359	1747	1.8198E7
10371	1737	1.8199E7
10348	2252	1.8259E7
10336	2263	1.826E7
10326	2272	1.8261E7
10318	2278	1.8262E7
