6221	5741	1.2704E7
6235	5742	1.2705E7
7027	4420	1.3283E7
7027	4405	1.3284E7
7544	4430	1.3804E7
7553	4440	1.3805E7
7563	4450	1.3806E7
7574	4460	1.3807E7
8974	3858	1.4013E7
8987	3852	1.4014E7
9000	3846	1.4015E7
9013	3840	1.4016E7
10014	3301	1.4182E7
10028	3296	1.4183E7
10041	3292	1.4184E7
10054	3286	1.4185E7
10140	3202	1.4219E7
10150	3192	1.422E7
11293	3415	1.4371E7
11296	3416	1.4372E7
11296	3416	1.4373E7
9690	4050	1.4703E7
9676	4054	1.4704E7
9663	4059	1.4705E7
8458	4431	1.4872E7
8445	4433	1.4873E7
8431	4436	1.4874E7
7048	4240	1.5246E7
7035	4245	1.5247E7
7021	4248	1.5248E7
7299	4752	1.5425E7
7305	4758	1.5426E7
