7631	3764	1.1161E7
7646	3761	1.1162E7
7661	3758	1.1163E7
7676	3755	1.1164E7
8821	3447	1.1319E7
8834	3441	1.132E7
8845	3436	1.1321E7
9480	3038	1.1418E7
9492	3028	1.1419E7
9504	3019	1.142E7
9515	3009	1.1421E7
10266	2356	1.1548E7
10277	2346	1.1549E7
10444	1720	1.165E7
10430	1716	1.1651E7
10414	1714	1.1652E7
10399	1713	1.1653E7
10004	2058	1.1713E7
9993	2068	1.1714E7
9981	2078	1.1715E7
9970	2089	1.1716E7
9849	2127	1.1726E7
9835	2121	1.1727E7
9819	2122	1.1728E7
9804	2124	1.1729E7
8441	3047	1.2061E7
8431	3053	1.2062E7
8419	3057	1.2063E7
7311	3362	1.248E7
7311	3377	1.2481E7
7310	3392	1.2482E7
