488	5953	4824	5962	4821	5962	4821	9.486832980505138	9.486832980505138	0.0	8
488	5953	4824	5962	4821	5962	4821	9.486832980505138	9.486832980505138	0.0	8
488	5953	4824	5962	4821	5962	4821	9.486832980505138	9.486832980505138	0.0	8
488	5953	4824	5962	4821	5962	4821	9.486832980505138	9.486832980505138	0.0	8
488	5953	4824	5962	4821	5962	4821	9.486832980505138	9.486832980505138	0.0	8
488	5953	4824	5962	4821	5962	4821	9.486832980505138	9.486832980505138	0.0	8
488	5953	4824	5962	4821	5962	4821	9.486832980505138	9.486832980505138	0.0	8
488	5953	4824	5962	4821	5962	4821	9.486832980505138	9.486832980505138	0.0	8
488	5953	4824	5962	4821	5962	4821	9.486832980505138	9.486832980505138	0.0	8
834	7033	4522	7033	4518	7033	4518	4.0	4.0	0.0	2
834	7033	4522	7033	4518	7033	4518	4.0	4.0	0.0	2
834	7033	4522	7033	4518	7033	4518	4.0	4.0	0.0	2
834	7033	4522	7033	4518	7033	4518	4.0	4.0	0.0	2
834	7033	4522	7033	4518	7033	4518	4.0	4.0	0.0	2
834	7033	4522	7033	4518	7033	4518	4.0	4.0	0.0	2
834	7033	4522	7033	4518	7033	4518	4.0	4.0	0.0	2
834	7033	4522	7033	4518	7033	4518	4.0	4.0	0.0	2
834	7033	4522	7033	4518	7033	4518	4.0	4.0	0.0	2
835	7033	4518	7032	4512	7032	4512	6.082762530298219	6.082762530298219	0.0	5
835	7033	4518	7032	4512	7032	4512	6.082762530298219	6.082762530298219	0.0	5
835	7033	4518	7032	4512	7032	4512	6.082762530298219	6.082762530298219	0.0	5
835	7033	4518	7032	4512	7032	4512	6.082762530298219	6.082762530298219	0.0	5
835	7033	4518	7032	4512	7032	4512	6.082762530298219	6.082762530298219	0.0	5
835	7033	4518	7032	4512	7032	4512	6.082762530298219	6.082762530298219	0.0	5
835	7033	4518	7032	4512	7032	4512	6.082762530298219	6.082762530298219	0.0	5
835	7033	4518	7032	4512	7032	4512	6.082762530298219	6.082762530298219	0.0	5
835	7033	4518	7032	4512	7032	4512	6.082762530298219	6.082762530298219	0.0	5
836	7032	4512	7032	4504	7032	4504	8.0	8.0	0.0	7
836	7032	4512	7032	4504	7032	4504	8.0	8.0	0.0	7
836	7032	4512	7032	4504	7032	4504	8.0	8.0	0.0	7
