7627	3764	7567000.0
7640	3762	7568000.0
7652	3759	7569000.0
7665	3757	7570000.0
8811	3451	7726000.0
8823	3446	7727000.0
8835	3440	7728000.0
8846	3436	7729000.0
9478	3040	7824000.0
9488	3031	7825000.0
10263	2359	7953000.0
10268	2355	7954000.0
10270	2352	7955000.0
10272	2351	7956000.0
10455	1724	8123000.0
10443	1720	8124000.0
10430	1716	8125000.0
10417	1714	8126000.0
10007	2055	8192000.0
9997	2064	8193000.0
9988	2073	8194000.0
9855	2129	8207000.0
9843	2124	8208000.0
9830	2121	8209000.0
9817	2122	8210000.0
8438	3049	8547000.0
8432	3053	8548000.0
8428	3055	8549000.0
7311	3358	9027000.0
7311	3371	9028000.0
7310	3385	9029000.0
7310	3398	9030000.0
