201	6851	3604	6860	3614	6860	3614	13.45362404707371	13.45362404707371	0.0	12
201	6851	3604	6860	3614	6860	3614	13.45362404707371	13.45362404707371	0.0	12
201	6851	3604	6860	3614	6860	3614	13.45362404707371	13.45362404707371	0.0	12
201	6851	3604	6860	3614	6860	3614	13.45362404707371	13.45362404707371	0.0	12
201	6851	3604	6860	3614	6860	3614	13.45362404707371	13.45362404707371	0.0	12
201	6851	3604	6860	3614	6860	3614	13.45362404707371	13.45362404707371	0.0	12
201	6851	3604	6860	3614	6860	3614	13.45362404707371	13.45362404707371	0.0	12
201	6851	3604	6860	3614	6860	3614	13.45362404707371	13.45362404707371	0.0	12
201	6851	3604	6860	3614	6860	3614	13.45362404707371	13.45362404707371	0.0	12
801	7289	6065	7291	6078	7291	6078	13.152946437965905	13.152946437965905	0.0	13
801	7289	6065	7291	6078	7291	6078	13.152946437965905	13.152946437965905	0.0	13
801	7289	6065	7291	6078	7291	6078	13.152946437965905	13.152946437965905	0.0	13
801	7289	6065	7291	6078	7291	6078	13.152946437965905	13.152946437965905	0.0	13
801	7289	6065	7291	6078	7291	6078	13.152946437965905	13.152946437965905	0.0	13
801	7289	6065	7291	6078	7291	6078	13.152946437965905	13.152946437965905	0.0	13
801	7289	6065	7291	6078	7291	6078	13.152946437965905	13.152946437965905	0.0	13
801	7289	6065	7291	6078	7291	6078	13.152946437965905	13.152946437965905	0.0	13
801	7289	6065	7291	6078	7291	6078	13.152946437965905	13.152946437965905	0.0	13
802	7291	6078	7292	6091	7292	6091	13.038404810405298	13.038404810405298	0.0	13
802	7291	6078	7292	6091	7292	6091	13.038404810405298	13.038404810405298	0.0	13
802	7291	6078	7292	6091	7292	6091	13.038404810405298	13.038404810405298	0.0	13
802	7291	6078	7292	6091	7292	6091	13.038404810405298	13.038404810405298	0.0	13
802	7291	6078	7292	6091	7292	6091	13.038404810405298	13.038404810405298	0.0	13
802	7291	6078	7292	6091	7292	6091	13.038404810405298	13.038404810405298	0.0	13
802	7291	6078	7292	6091	7292	6091	13.038404810405298	13.038404810405298	0.0	13
802	7291	6078	7292	6091	7292	6091	13.038404810405298	13.038404810405298	0.0	13
802	7291	6078	7292	6091	7292	6091	13.038404810405298	13.038404810405298	0.0	13
1246	5788	7028	5781	7034	5781	7034	9.219544457292887	9.219544457292887	0.0	7
1246	5788	7028	5781	7034	5781	7034	9.219544457292887	9.219544457292887	0.0	7
1246	5788	7028	5781	7034	5781	7034	9.219544457292887	9.219544457292887	0.0	7
1246	5788	7028	5781	7034	5781	7034	9.219544457292887	9.219544457292887	0.0	7
1246	5788	7028	5781	7034	5781	7034	9.219544457292887	9.219544457292887	0.0	7
1246	5788	7028	5781	7034	5781	7034	9.219544457292887	9.219544457292887	0.0	7
1246	5788	7028	5781	7034	5781	7034	9.219544457292887	9.219544457292887	0.0	7
1246	5788	7028	5781	7034	5781	7034	9.219544457292887	9.219544457292887	0.0	7
1246	5788	7028	5781	7034	5781	7034	9.219544457292887	9.219544457292887	0.0	7
1247	5781	7034	5772	7040	5772	7040	10.816653826391969	10.816653826391969	0.0	9
1247	5781	7034	5772	7040	5772	7040	10.816653826391969	10.816653826391969	0.0	9
1247	5781	7034	5772	7040	5772	7040	10.816653826391969	10.816653826391969	0.0	9
1247	5781	7034	5772	7040	5772	7040	10.816653826391969	10.816653826391969	0.0	9
1247	5781	7034	5772	7040	5772	7040	10.816653826391969	10.816653826391969	0.0	9
1247	5781	7034	5772	7040	5772	7040	10.816653826391969	10.816653826391969	0.0	9
1247	5781	7034	5772	7040	5772	7040	10.816653826391969	10.816653826391969	0.0	9
1247	5781	7034	5772	7040	5772	7040	10.816653826391969	10.816653826391969	0.0	9
1247	5781	7034	5772	7040	5772	7040	10.816653826391969	10.816653826391969	0.0	9
1376	4891	7512	4881	7520	4881	7520	12.806248474865697	12.806248474865697	0.0	12
1376	4891	7512	4881	7520	4881	7520	12.806248474865697	12.806248474865697	0.0	12
1376	4891	7512	4881	7520	4881	7520	12.806248474865697	12.806248474865697	0.0	12
1376	4891	7512	4881	7520	4881	7520	12.806248474865697	12.806248474865697	0.0	12
1376	4891	7512	4881	7520	4881	7520	12.806248474865697	12.806248474865697	0.0	12
1376	4891	7512	4881	7520	4881	7520	12.806248474865697	12.806248474865697	0.0	12
1376	4891	7512	4881	7520	4881	7520	12.806248474865697	12.806248474865697	0.0	12
1376	4891	7512	4881	7520	4881	7520	12.806248474865697	12.806248474865697	0.0	12
1376	4891	7512	4881	7520	4881	7520	12.806248474865697	12.806248474865697	0.0	12
1377	4881	7520	4872	7530	4872	7530	13.45362404707371	13.45362404707371	0.0	12
1377	4881	7520	4872	7530	4872	7530	13.45362404707371	13.45362404707371	0.0	12
1377	4881	7520	4872	7530	4872	7530	13.45362404707371	13.45362404707371	0.0	12
1377	4881	7520	4872	7530	4872	7530	13.45362404707371	13.45362404707371	0.0	12
1377	4881	7520	4872	7530	4872	7530	13.45362404707371	13.45362404707371	0.0	12
1377	4881	7520	4872	7530	4872	7530	13.45362404707371	13.45362404707371	0.0	12
1377	4881	7520	4872	7530	4872	7530	13.45362404707371	13.45362404707371	0.0	12
1377	4881	7520	4872	7530	4872	7530	13.45362404707371	13.45362404707371	0.0	12
1377	4881	7520	4872	7530	4872	7530	13.45362404707371	13.45362404707371	0.0	12
