7896	2303	1.4638E7
7889	2313	1.4639E7
7881	2325	1.464E7
7872	2337	1.4641E7
8973	2738	1.5026E7
8986	2731	1.5027E7
8998	2724	1.5028E7
9011	2717	1.5029E7
10072	2008	1.5334E7
10083	1998	1.5335E7
10345	1759	1.5385E7
10356	1749	1.5386E7
10558	2302	1.5486E7
10548	2311	1.5487E7
10537	2321	1.5488E7
10526	2331	1.5489E7
9812	3159	1.5686E7
9802	3173	1.5687E7
9792	3188	1.5688E7
10139	3203	1.5784E7
10149	3193	1.5785E7
10161	3185	1.5786E7
10174	3178	1.5787E7
11293	3415	1.597E7
11296	3416	1.5971E7
11296	3416	1.5972E7
